event_ticker,horizon,date,days_to_release,release_date,settled,actual_cpi_mom,implied_mean,implied_sd,prob_true_bin,abs_error_mean,prob_sum_raw,mono_violation,n_thresholds,avg_spread,day_volume
CPI-24JUN,14,2024-06-27,14,2024-07-11,True,-0.1,0.06350000000000001,0.13310803882560962,0.16500000000000004,0.16350000000000003,1.0,0.0,5,0.11800000000000002,2052.0
CPI-24JUN,7,2024-07-04,7,2024-07-11,True,-0.1,0.09425000000000001,0.14223022709677433,0.47,0.19425000000000003,1.0,0.0,4,0.05500000000000001,0.0
CPI-24JUN,1,2024-07-10,1,2024-07-11,True,-0.1,0.04875,0.11016323116176287,0.135,0.14875,1.0,0.0,6,0.04166666666666668,3134.0
CPI-24MAR,30,2024-03-11,30,2024-04-10,True,0.4,0.23299999999999998,0.09636389365317281,0.0,0.16700000000000004,1.0,0.009999999999999995,5,0.14,4481.0
CPI-24MAR,14,2024-03-27,14,2024-04-10,True,0.4,0.2665,0.08847457261835177,0.09,0.1335,1.0,0.0,5,0.049999999999999975,1141.0
CPI-24MAR,7,2024-04-03,7,2024-04-10,True,0.4,0.2765,0.07872578992934907,0.085,0.1235,1.0,0.0,5,0.029999999999999992,4796.0
CPI-24MAR,1,2024-04-09,1,2024-04-10,True,0.4,0.2885,0.08073258326103532,0.12000000000000002,0.11150000000000004,1.0,0.0,6,0.028333333333333353,16555.0
CPI-24MAY,30,2024-05-13,30,2024-06-12,True,0.0,0.07450000000000001,0.13638090042230988,0.040000000000000036,0.07450000000000001,1.0,0.0,3,0.7366666666666667,0.0
CPI-24MAY,14,2024-05-29,14,2024-06-12,True,0.0,0.1395,0.13816566143582854,0.18500000000000005,0.1395,1.0,0.0,8,0.05124999999999999,9874.0
CPI-24MAY,7,2024-06-05,7,2024-06-12,True,0.0,0.10600000000000001,0.10518555033843766,0.29499999999999993,0.10600000000000001,1.0,0.0,6,0.03999999999999999,1512.0
CPI-24MAY,1,2024-06-11,1,2024-06-12,True,0.0,0.11699999999999999,0.13157127346043285,0.24,0.11699999999999999,1.0,0.0,8,0.045000000000000005,11052.0
CPI-24OCT,30,2024-10-15,29,2024-11-13,True,0.2,0.18300000000000002,0.06863672486358889,0.5,0.016999999999999987,1.0,0.0,2,0.36,0.0
CPI-24OCT,14,2024-10-30,14,2024-11-13,True,0.2,0.2695,0.1162744597923379,0.37999999999999995,0.0695,1.0,0.0,3,0.5566666666666666,0.0
CPI-24OCT,7,2024-11-05,8,2024-11-13,True,0.2,0.2695,0.1162744597923379,0.37999999999999995,0.0695,1.0,0.0,3,0.5766666666666667,0.0
CPI-24OCT,1,2024-11-12,1,2024-11-13,True,0.2,0.23450000000000001,0.11295906338138607,0.55,0.0345,1.0,0.0,7,0.09285714285714285,44.0
CPI-24SEP,30,2024-09-10,30,2024-10-10,True,0.2,0.0745,0.20024921972382312,0.034999999999999996,0.1255,1.0000000000000002,0.0,8,0.19624999999999998,3400.0
CPI-24SEP,14,2024-09-26,14,2024-10-10,True,0.2,0.081,0.12047406359876801,0.155,0.11900000000000001,1.0,0.005000000000000001,7,0.04714285714285714,0.0
CPI-24SEP,7,2024-10-03,7,2024-10-10,True,0.2,0.08175000000000002,0.11491056304796352,0.155,0.11825,1.0,0.0,6,0.04999999999999998,4606.0
CPI-24SEP,1,2024-10-09,1,2024-10-10,True,0.2,0.0965,0.11107542482475591,0.16,0.10350000000000001,1.0,0.0,8,0.026249999999999996,3632.0
KXCPI-24DEC,30,2024-12-18,28,2025-01-15,True,0.4,0.265,0.14924811556599302,0.55,0.135,1.0,0.4149999999999999,3,0.47000000000000003,0.0
KXCPI-24DEC,14,2025-01-01,14,2025-01-15,True,0.4,0.38749999999999996,0.12121777922400659,0.45999999999999996,0.012500000000000067,1.0,0.0,7,0.052857142857142866,467.0
KXCPI-24DEC,7,2025-01-08,7,2025-01-15,True,0.4,0.38249999999999995,0.11065147988165366,0.4499999999999999,0.01750000000000007,1.0,0.0,6,0.07166666666666667,1903.0
KXCPI-24DEC,1,2025-01-14,1,2025-01-15,True,0.4,0.37599999999999995,0.10781465577554847,0.585,0.024000000000000077,1.0,0.0,7,0.0485714285714286,9410.0
KXCPI-24NOV,30,2024-11-11,30,2024-12-11,True,0.3,0.25075000000000003,0.11667020827957754,0.39499999999999996,0.04924999999999996,1.0,0.0,2,0.485,180.0
KXCPI-24NOV,14,2024-11-27,14,2024-12-11,True,0.3,0.258,0.0730479294709987,0.29,0.04199999999999998,1.0,0.0,2,0.04000000000000002,164.0
KXCPI-24NOV,7,2024-12-04,7,2024-12-11,True,0.3,0.29275,0.10832791653124323,0.39,0.007249999999999979,1.0,0.0,4,0.02249999999999998,3757.0
