target_month,nowcast_date,cpi_mom_nowcast,cpi_mom_actual_clevelandfed
2015-07,2015-07-16,0.194962,
2015-07,2015-07-17,0.197219,
2015-07,2015-07-20,0.19219,
2015-07,2015-07-21,0.19219,
2015-07,2015-07-22,0.19219,
2015-07,2015-07-23,0.19219,
2015-07,2015-07-24,0.19219,
2015-07,2015-07-27,0.169922,
2015-07,2015-07-28,0.169922,
2015-07,2015-07-29,0.169922,
2015-07,2015-07-30,0.169922,
2015-07,2015-07-31,0.169922,
2015-07,2015-08-03,0.169922,
2015-07,2015-08-04,0.169922,
2015-07,2015-08-05,0.169922,
2015-07,2015-08-06,0.169922,
2015-07,2015-08-07,0.169922,
2015-07,2015-08-10,0.169922,
2015-07,2015-08-11,0.169922,
2015-07,2015-08-12,0.169922,
2015-07,2015-08-13,0.169922,
2015-07,2015-08-14,0.169922,
2015-08,2015-08-03,-0.110383,
2015-08,2015-08-04,0.002361,
2015-08,2015-08-05,0.002361,
2015-08,2015-08-06,0.002361,
2015-08,2015-08-07,0.002361,
2015-08,2015-08-10,-0.040099,
2015-08,2015-08-11,-0.040099,
2015-08,2015-08-12,-0.040099,
2015-08,2015-08-13,-0.040099,
2015-08,2015-08-14,-0.040099,
2015-08,2015-08-17,-0.014431,
2015-08,2015-08-18,-0.016153,
2015-08,2015-08-19,-0.016153,
2015-08,2015-08-20,-0.016153,
2015-08,2015-08-21,-0.030974,
2015-08,2015-08-24,-0.030974,
2015-08,2015-08-25,-0.030974,
2015-08,2015-08-26,-0.030974,
2015-08,2015-08-27,-0.030974,
2015-08,2015-08-28,-0.075437,
2015-08,2015-08-31,-0.075437,
2015-08,2015-09-01,-0.075437,
2015-08,2015-09-02,-0.075437,
2015-08,2015-09-03,-0.075437,
2015-08,2015-09-04,-0.075437,
2015-08,2015-09-08,-0.075437,
2015-08,2015-09-09,-0.075437,
2015-08,2015-09-10,-0.075437,
2015-09,2015-09-01,0.219988,
2015-09,2015-09-02,0.089819,
2015-09,2015-09-03,0.116086,
2015-09,2015-09-04,0.126885,
2015-09,2015-09-08,0.116962,
2015-09,2015-09-09,-0.105353,
2015-09,2015-09-10,-0.105353,
2015-09,2015-09-11,-0.105353,
2015-09,2015-09-14,-0.105353,
2015-09,2015-09-15,-0.151562,
2015-09,2015-09-16,-0.154033,
2015-09,2015-09-17,-0.154033,
2015-09,2015-09-18,-0.154033,
2015-09,2015-09-21,-0.192497,
2015-09,2015-09-22,-0.192497,
2015-09,2015-09-23,-0.192497,
2015-09,2015-09-24,-0.192497,
2015-09,2015-09-25,-0.192497,
2015-09,2015-09-28,-0.214369,
2015-09,2015-09-29,-0.214369,
2015-09,2015-09-30,-0.214369,
2015-09,2015-10-01,-0.214369,
2015-09,2015-10-02,-0.214369,
2015-09,2015-10-05,-0.214369,
2015-09,2015-10-06,-0.214369,
2015-09,2015-10-07,-0.214369,
2015-09,2015-10-08,-0.214369,
2015-09,2015-10-09,-0.214369,
2015-09,2015-10-12,-0.214369,
2015-10,2015-10-01,0.269715,
2015-10,2015-10-02,0.258283,
2015-10,2015-10-05,0.259077,
2015-10,2015-10-06,0.209464,
2015-10,2015-10-07,0.209464,
2015-10,2015-10-08,0.209464,
2015-10,2015-10-09,0.209464,
2015-10,2015-10-12,0.209464,
2015-10,2015-10-13,0.209464,
2015-10,2015-10-14,0.223663,
2015-10,2015-10-15,0.233039,
2015-10,2015-10-16,0.233039,
2015-10,2015-10-19,0.205144,
2015-10,2015-10-20,0.205144,
2015-10,2015-10-21,0.205144,
2015-10,2015-10-22,0.205144,
2015-10,2015-10-23,0.205144,
2015-10,2015-10-26,0.170908,
2015-10,2015-10-27,0.170908,
2015-10,2015-10-28,0.170908,
2015-10,2015-10-29,0.170908,
2015-10,2015-10-30,0.170908,
2015-10,2015-11-02,0.170908,
2015-10,2015-11-03,0.170908,
2015-10,2015-11-04,0.170908,
2015-10,2015-11-05,0.170908,
2015-10,2015-11-06,0.170908,
2015-10,2015-11-09,0.170908,
2015-10,2015-11-10,0.170908,
2015-10,2015-11-12,0.170908,
2015-11,2015-11-02,0.192776,
2015-11,2015-11-03,0.044735,
2015-11,2015-11-04,0.044735,
2015-11,2015-11-05,0.044735,
2015-11,2015-11-06,0.044735,
2015-11,2015-11-09,0.044735,
2015-11,2015-11-10,0.056069,
2015-11,2015-11-12,0.056069,
2015-11,2015-11-13,0.056069,
2015-11,2015-11-16,0.056069,
2015-11,2015-11-17,0.028441,
2015-11,2015-11-18,0.028441,
2015-11,2015-11-19,0.028441,
2015-11,2015-11-20,0.028441,
2015-11,2015-11-23,-0.021508,
2015-11,2015-11-24,-0.021508,
2015-11,2015-11-25,-0.021508,
2015-11,2015-11-27,-0.062977,
2015-11,2015-11-30,-0.062977,
2015-11,2015-12-01,-0.062977,
2015-11,2015-12-02,-0.062977,
2015-11,2015-12-03,-0.062977,
2015-11,2015-12-04,-0.062977,
2015-11,2015-12-07,-0.062977,
2015-11,2015-12-08,-0.062977,
2015-11,2015-12-09,-0.062977,
2015-11,2015-12-10,-0.062977,
2015-12,2015-12-01,0.220712,
2015-12,2015-12-02,0.212617,
2015-12,2015-12-03,0.184284,
2015-12,2015-12-04,0.19103,
2015-12,2015-12-07,0.1871,
2015-12,2015-12-08,0.021492,
2015-12,2015-12-09,0.021492,
2015-12,2015-12-10,0.021492,
2015-12,2015-12-11,0.021492,
2015-12,2015-12-14,0.021492,
2015-12,2015-12-15,0.015254,
2015-12,2015-12-16,0.015254,
2015-12,2015-12-17,0.015254,
2015-12,2015-12-18,0.015254,
2015-12,2015-12-21,0.004092,
2015-12,2015-12-22,0.004092,
2015-12,2015-12-23,0.004092,
2015-12,2015-12-24,0.004092,
2015-12,2015-12-28,0.002131,
2015-12,2015-12-29,0.002131,
2015-12,2015-12-30,0.002131,
2015-12,2015-12-31,0.002131,
2015-12,2016-01-04,0.002131,
2015-12,2016-01-05,0.002131,
2015-12,2016-01-06,0.002131,
2015-12,2016-01-07,0.002131,
2015-12,2016-01-08,0.002131,
2015-12,2016-01-11,0.002131,
2015-12,2016-01-12,0.002131,
2015-12,2016-01-13,0.002131,
2015-12,2016-01-14,0.002131,
2016-01,2016-01-04,0.059798,
2016-01,2016-01-05,0.034485,
2016-01,2016-01-06,0.034485,
2016-01,2016-01-07,0.034485,
2016-01,2016-01-08,0.034485,
2016-01,2016-01-11,0.034485,
2016-01,2016-01-12,0.004912,
2016-01,2016-01-13,0.004912,
2016-01,2016-01-14,0.004912,
2016-01,2016-01-15,0.004912,
2016-01,2016-01-19,0.004912,
2016-01,2016-01-20,-0.069693,
2016-01,2016-01-21,-0.069693,
2016-01,2016-01-22,-0.069693,
2016-01,2016-01-25,-0.127146,
2016-01,2016-01-26,-0.127146,
2016-01,2016-01-27,-0.127146,
2016-01,2016-01-28,-0.127146,
2016-01,2016-01-29,-0.127146,
2016-01,2016-02-01,-0.127146,
2016-01,2016-02-02,-0.127146,
2016-01,2016-02-03,-0.127146,
2016-01,2016-02-04,-0.127146,
2016-01,2016-02-05,-0.127146,
2016-01,2016-02-08,-0.127146,
2016-01,2016-02-09,-0.127146,
2016-01,2016-02-10,-0.127146,
2016-01,2016-02-11,-0.127146,
2016-01,2016-02-12,-0.06303,
2016-01,2016-02-16,-0.06303,
2016-02,2016-02-01,0.194886,
2016-02,2016-02-02,-0.225116,
2016-02,2016-02-03,-0.225116,
2016-02,2016-02-04,-0.225116,
2016-02,2016-02-05,-0.225116,
2016-02,2016-02-08,-0.286003,
2016-02,2016-02-09,-0.286003,
2016-02,2016-02-10,-0.286003,
2016-02,2016-02-11,-0.286003,
2016-02,2016-02-12,-0.286003,
2016-02,2016-02-16,-0.325124,
2016-02,2016-02-17,-0.325124,
2016-02,2016-02-18,-0.319005,
2016-02,2016-02-19,-0.319005,
2016-02,2016-02-22,-0.338187,
2016-02,2016-02-23,-0.338187,
2016-02,2016-02-24,-0.338187,
2016-02,2016-02-25,-0.338187,
2016-02,2016-02-26,-0.331281,
2016-02,2016-02-29,-0.331281,
2016-02,2016-03-01,-0.331281,
2016-02,2016-03-02,-0.331281,
2016-02,2016-03-03,-0.331281,
2016-02,2016-03-04,-0.331281,
2016-02,2016-03-07,-0.331281,
2016-02,2016-03-08,-0.331281,
2016-02,2016-03-09,-0.331281,
2016-02,2016-03-10,-0.331281,
2016-03,2016-03-01,0.097603,
2016-03,2016-03-02,0.0956,
2016-03,2016-03-03,0.103011,
2016-03,2016-03-04,0.107084,
2016-03,2016-03-07,0.127649,
2016-03,2016-03-08,-0.025022,
2016-03,2016-03-09,-0.025022,
2016-03,2016-03-10,-0.025022,
2016-03,2016-03-11,-0.025022,
2016-03,2016-03-14,-0.025022,
2016-03,2016-03-15,0.095348,
2016-03,2016-03-16,0.106955,
2016-03,2016-03-17,0.106955,
2016-03,2016-03-18,0.106955,
2016-03,2016-03-21,0.177366,
2016-03,2016-03-22,0.177366,
2016-03,2016-03-23,0.177366,
2016-03,2016-03-24,0.177366,
2016-03,2016-03-25,0.177366,
2016-03,2016-03-28,0.242323,
2016-03,2016-03-29,0.242323,
2016-03,2016-03-30,0.242323,
2016-03,2016-03-31,0.242323,
2016-03,2016-04-01,0.242323,
2016-03,2016-04-04,0.242323,
2016-03,2016-04-05,0.242323,
2016-03,2016-04-06,0.242323,
2016-03,2016-04-07,0.242323,
2016-03,2016-04-08,0.242323,
2016-03,2016-04-11,0.242323,
2016-04,2016-04-01,0.179847,
2016-04,2016-04-04,0.127369,
2016-04,2016-04-05,0.292934,
2016-04,2016-04-06,0.292934,
2016-04,2016-04-07,0.292934,
2016-04,2016-04-08,0.292934,
2016-04,2016-04-11,0.292934,
2016-04,2016-04-12,0.282176,
2016-04,2016-04-13,0.282176,
2016-04,2016-04-14,0.26948,
2016-04,2016-04-15,0.26948,
2016-04,2016-04-18,0.306036,
2016-04,2016-04-19,0.306036,
2016-04,2016-04-20,0.306036,
2016-04,2016-04-21,0.306036,
2016-04,2016-04-22,0.306036,
2016-04,2016-04-25,0.335551,
2016-04,2016-04-26,0.335551,
2016-04,2016-04-27,0.335551,
2016-04,2016-04-28,0.335551,
2016-04,2016-04-29,0.335551,
2016-04,2016-05-02,0.335551,
2016-04,2016-05-03,0.335551,
2016-04,2016-05-04,0.335551,
2016-04,2016-05-05,0.335551,
2016-04,2016-05-06,0.335551,
2016-04,2016-05-09,0.335551,
2016-04,2016-05-10,0.335551,
2016-04,2016-05-11,0.335551,
2016-04,2016-05-12,0.335551,
2016-05,2016-05-02,0.170428,
2016-05,2016-05-03,0.209743,
2016-05,2016-05-04,0.209743,
2016-05,2016-05-05,0.209743,
2016-05,2016-05-06,0.209743,
2016-05,2016-05-09,0.209743,
2016-05,2016-05-10,0.195461,
2016-05,2016-05-11,0.195461,
2016-05,2016-05-12,0.195461,
2016-05,2016-05-13,0.195461,
2016-05,2016-05-16,0.195461,
2016-05,2016-05-17,0.209917,
2016-05,2016-05-18,0.209917,
2016-05,2016-05-19,0.209917,
2016-05,2016-05-20,0.209917,
2016-05,2016-05-23,0.237982,
2016-05,2016-05-24,0.237982,
2016-05,2016-05-25,0.237982,
2016-05,2016-05-26,0.237982,
2016-05,2016-05-27,0.237982,
2016-05,2016-05-31,0.267472,
2016-05,2016-06-01,0.267472,
2016-05,2016-06-02,0.267472,
2016-05,2016-06-03,0.267472,
2016-05,2016-06-06,0.267472,
2016-05,2016-06-07,0.267472,
2016-05,2016-06-08,0.267472,
2016-05,2016-06-09,0.267472,
2016-05,2016-06-10,0.267472,
2016-05,2016-06-13,0.267472,
2016-06,2016-06-01,0.168117,
2016-06,2016-06-02,0.174841,
2016-06,2016-06-03,0.177402,
2016-06,2016-06-06,0.177509,
2016-06,2016-06-07,0.284096,
2016-06,2016-06-08,0.284096,
2016-06,2016-06-09,0.284096,
2016-06,2016-06-10,0.284096,
2016-06,2016-06-13,0.284096,
2016-06,2016-06-14,0.297676,
2016-06,2016-06-15,0.297676,
2016-06,2016-06-16,0.296997,
2016-06,2016-06-17,0.296997,
2016-06,2016-06-20,0.277982,
2016-06,2016-06-21,0.277982,
2016-06,2016-06-22,0.277982,
2016-06,2016-06-23,0.277982,
2016-06,2016-06-24,0.277982,
2016-06,2016-06-27,0.259235,
2016-06,2016-06-28,0.259235,
2016-06,2016-06-29,0.259235,
2016-06,2016-06-30,0.259235,
2016-06,2016-07-01,0.259235,
2016-06,2016-07-05,0.259235,
2016-06,2016-07-06,0.259235,
2016-06,2016-07-07,0.259235,
2016-06,2016-07-08,0.259235,
2016-06,2016-07-11,0.259235,
2016-06,2016-07-12,0.259235,
2016-07,2016-07-01,0.138672,
2016-07,2016-07-05,0.155494,
2016-07,2016-07-06,0.053573,
2016-07,2016-07-07,0.053573,
2016-07,2016-07-08,0.053573,
2016-07,2016-07-11,0.053573,
2016-07,2016-07-12,0.025002,
2016-07,2016-07-13,0.025002,
2016-07,2016-07-14,0.025002,
2016-07,2016-07-15,0.022682,
2016-07,2016-07-18,0.001205,
2016-07,2016-07-19,0.001205,
2016-07,2016-07-20,0.001205,
2016-07,2016-07-21,0.001205,
2016-07,2016-07-22,0.001205,
2016-07,2016-07-25,-0.027776,
2016-07,2016-07-26,-0.027776,
2016-07,2016-07-27,-0.027776,
2016-07,2016-07-28,-0.027776,
2016-07,2016-07-29,-0.027776,
2016-07,2016-08-01,-0.027776,
2016-07,2016-08-02,-0.027776,
2016-07,2016-08-03,-0.027776,
2016-07,2016-08-04,-0.027776,
2016-07,2016-08-05,-0.027776,
2016-07,2016-08-08,-0.027776,
2016-07,2016-08-09,-0.027776,
2016-07,2016-08-10,-0.027776,
2016-07,2016-08-11,-0.027776,
2016-08,2016-08-01,0.076249,
2016-08,2016-08-02,0.048464,
2016-08,2016-08-03,0.048464,
2016-08,2016-08-04,0.048464,
2016-08,2016-08-05,0.048464,
2016-08,2016-08-08,0.039481,
2016-08,2016-08-09,0.039481,
2016-08,2016-08-10,0.039481,
2016-08,2016-08-11,0.039481,
2016-08,2016-08-12,0.039481,
2016-08,2016-08-15,0.031192,
2016-08,2016-08-16,0.0311922646,
2016-08,2016-08-17,0.0311922646,
2016-08,2016-08-18,0.0311922646,
2016-08,2016-08-19,0.0470330148,
2016-08,2016-08-22,0.0470330148,
2016-08,2016-08-23,0.0470330148,
2016-08,2016-08-24,0.0470330148,
2016-08,2016-08-25,0.0470330148,
2016-08,2016-08-26,0.0700692244,
2016-08,2016-08-29,0.0700692244,
2016-08,2016-08-30,0.0700692244,
2016-08,2016-08-31,0.0700692244,
2016-08,2016-09-01,0.0700692244,
2016-08,2016-09-02,0.0700692244,
2016-08,2016-09-06,0.0700692244,
2016-08,2016-09-07,0.0700692244,
2016-08,2016-09-08,0.0700692244,
2016-08,2016-09-09,0.0700692244,
2016-08,2016-09-12,0.0700692244,
2016-09,2016-09-01,0.2240323387,
2016-09,2016-09-02,0.1805637875,
2016-09,2016-09-06,0.2141883157,
2016-09,2016-09-07,0.2737775791,
2016-09,2016-09-08,0.2737775791,
2016-09,2016-09-09,0.2737775791,
2016-09,2016-09-12,0.2737775791,
2016-09,2016-09-13,0.2580637015,
2016-09,2016-09-14,0.2580637015,
2016-09,2016-09-15,0.2580637015,
2016-09,2016-09-16,0.267996324,
2016-09,2016-09-19,0.275452194,
2016-09,2016-09-20,0.275452194,
2016-09,2016-09-21,0.275452194,
2016-09,2016-09-22,0.275452194,
2016-09,2016-09-23,0.275452194,
2016-09,2016-09-26,0.2795943441,
2016-09,2016-09-27,0.2795943441,
2016-09,2016-09-28,0.2795943441,
2016-09,2016-09-29,0.2795943441,
2016-09,2016-09-30,0.2795943441,
2016-09,2016-10-03,0.2795943441,
2016-09,2016-10-04,0.2795943441,
2016-09,2016-10-05,0.2795943441,
2016-09,2016-10-06,0.2795943441,
2016-09,2016-10-07,0.2795943441,
2016-09,2016-10-11,0.2795943441,
2016-09,2016-10-12,0.2795943441,
2016-09,2016-10-13,0.279594344092144,
2016-10,2016-10-03,0.3931719579,
2016-10,2016-10-04,0.3323316327,
2016-10,2016-10-05,0.3323316327,
2016-10,2016-10-06,0.3323316327,
2016-10,2016-10-07,0.3323316327,
2016-10,2016-10-11,0.3323316327,
2016-10,2016-10-12,0.3542887134,
2016-10,2016-10-13,0.3542887134,
2016-10,2016-10-14,0.3542887134,
2016-10,2016-10-17,0.354288713445757,
2016-10,2016-10-18,0.35417299619822,
2016-10,2016-10-19,0.354172996,
2016-10,2016-10-20,0.35417299619822,
2016-10,2016-10-21,0.35417299619822,
2016-10,2016-10-24,0.348281597473426,
2016-10,2016-10-25,0.348281597473426,
2016-10,2016-10-26,0.348281597473426,
2016-10,2016-10-27,0.348281597473426,
2016-10,2016-10-28,0.348281597473426,
2016-10,2016-10-31,0.340800891185665,
2016-10,2016-11-01,0.340800891185665,
2016-10,2016-11-02,0.340800891185665,
2016-10,2016-11-03,0.340800891185665,
2016-10,2016-11-04,0.340800891185665,
2016-10,2016-11-07,0.340800891185665,
2016-10,2016-11-08,0.340800891185665,
2016-10,2016-11-09,0.340800891185665,
2016-10,2016-11-10,0.340800891185665,
2016-10,2016-11-14,0.340800891185665,
2016-11,2016-11-01,0.21644526984676,
2016-11,2016-11-02,0.210877805752204,
2016-11,2016-11-03,0.190736685645429,
2016-11,2016-11-04,0.174962204044188,
2016-11,2016-11-07,0.161016252317139,
2016-11,2016-11-08,0.249304894375602,
2016-11,2016-11-09,0.249304894375602,
2016-11,2016-11-10,0.249304894375602,
2016-11,2016-11-14,0.249304894375602,
2016-11,2016-11-15,0.211203807334158,
2016-11,2016-11-16,0.211203807334158,
2016-11,2016-11-17,0.211771595050923,
2016-11,2016-11-18,0.211771595050923,
2016-11,2016-11-21,0.183122727433817,
2016-11,2016-11-22,0.183122727433817,
2016-11,2016-11-23,0.183122727433817,
2016-11,2016-11-25,0.183122727433817,
2016-11,2016-11-28,0.168389024087877,
2016-11,2016-11-29,0.168389024087877,
2016-11,2016-11-30,0.168389024087877,
2016-11,2016-12-01,0.168389024087877,
2016-11,2016-12-02,0.168389024087877,
2016-11,2016-12-05,0.168389024087877,
2016-11,2016-12-06,0.168389024087877,
2016-11,2016-12-07,0.168389024087877,
2016-11,2016-12-08,0.168389024087877,
2016-11,2016-12-09,0.168389024087877,
2016-11,2016-12-12,0.168389024087877,
2016-12,2016-12-01,0.34366027194872,
2016-12,2016-12-02,0.417250812529519,
2016-12,2016-12-05,0.426150133716034,
2016-12,2016-12-06,0.203632354198232,
2016-12,2016-12-07,0.203632354198232,
2016-12,2016-12-08,0.203632354198232,
2016-12,2016-12-09,0.203632354198232,
2016-12,2016-12-12,0.203632354198232,
2016-12,2016-12-13,0.22550971019623,
2016-12,2016-12-14,0.22550971019623,
2016-12,2016-12-15,0.226354483096376,
2016-12,2016-12-16,0.226354483096376,
2016-12,2016-12-19,0.249296802951851,
2016-12,2016-12-20,0.249296802951851,
2016-12,2016-12-21,0.249296803,
2016-12,2016-12-22,0.249296802951851,
2016-12,2016-12-23,0.279233732519359,
2016-12,2016-12-27,0.279233732519359,
2016-12,2016-12-28,0.279233732519359,
2016-12,2016-12-29,0.279233732519359,
2016-12,2016-12-30,0.279233732519359,
2016-12,2017-01-03,0.279233732519359,
2016-12,2017-01-04,0.279233732519359,
2016-12,2017-01-05,0.279233732519359,
2016-12,2017-01-06,0.279233732519359,
2016-12,2017-01-09,0.279233732519359,
2016-12,2017-01-10,0.279233732519359,
2016-12,2017-01-11,0.279233732519359,
2016-12,2017-01-12,0.279233732519359,
2017-01,2017-01-03,0.227155095988324,
2017-01,2017-01-04,0.2917728042586,
2017-01,2017-01-05,0.2917728042586,
2017-01,2017-01-06,0.2917728042586,
2017-01,2017-01-09,0.2917728042586,
2017-01,2017-01-10,0.300730517495395,
2017-01,2017-01-11,0.300730517495395,
2017-01,2017-01-12,0.300730517495395,
2017-01,2017-01-13,0.300730517495395,
2017-01,2017-01-17,0.300730517495395,
2017-01,2017-01-18,0.287157437266831,
2017-01,2017-01-19,0.287157437266831,
2017-01,2017-01-20,0.287157437266831,
2017-01,2017-01-23,0.268397165057468,
2017-01,2017-01-24,0.268397165057468,
2017-01,2017-01-25,0.268397165057468,
2017-01,2017-01-26,0.268397165057468,
2017-01,2017-01-27,0.268397165057468,
2017-01,2017-01-30,0.248136071071356,
2017-01,2017-01-31,0.248136071071356,
2017-01,2017-02-01,0.248136071071356,
2017-01,2017-02-02,0.248136071071356,
2017-01,2017-02-03,0.248136071071356,
2017-01,2017-02-06,0.248136071071356,
2017-01,2017-02-07,0.248136071071356,
2017-01,2017-02-08,0.248136071071356,
2017-01,2017-02-09,0.289784347355767,
2017-01,2017-02-10,0.289784347355767,
2017-02,2017-02-01,0.0152639089689241,
2017-02,2017-02-02,0.0226228584432522,
2017-02,2017-02-03,0.0250225158805324,
2017-02,2017-02-06,0.0344611684671702,
2017-02,2017-02-07,-0.0991419400881501,
2017-02,2017-02-08,-0.0991419400881501,
2017-02,2017-02-09,-0.0991419400881501,
2017-02,2017-02-10,-0.0991419400881501,
2017-02,2017-02-13,-0.012786011497098,
2017-02,2017-02-14,-0.00350399027725609,
2017-02,2017-02-15,0.0240953678510217,
2017-02,2017-02-16,0.0240953678510217,
2017-02,2017-02-17,0.0240953678510217,
2017-02,2017-02-21,0.0252247984508116,
2017-02,2017-02-22,0.0252247984508116,
2017-02,2017-02-23,0.0252247984508116,
2017-02,2017-02-24,0.0252247984508116,
2017-02,2017-02-27,0.0301942930898873,
2017-02,2017-02-28,0.0301942930898873,
2017-02,2017-03-01,0.0301942930898873,
2017-02,2017-03-02,0.0301942930898873,
2017-02,2017-03-03,0.0301942930898873,
2017-02,2017-03-06,0.0301942930898873,
2017-02,2017-03-07,0.0301942930898873,
2017-02,2017-03-08,0.0301942930898873,
2017-02,2017-03-09,0.0301942930898873,
2017-02,2017-03-10,0.0301942930898873,
2017-03,2017-03-01,-0.0689033407953579,
2017-03,2017-03-02,-0.102444752249743,
2017-03,2017-03-03,-0.101533040064288,
2017-03,2017-03-06,-0.089300063389202,
2017-03,2017-03-07,-0.089300063389202,
2017-03,2017-03-08,-0.089300063389202,
2017-03,2017-03-09,-0.089300063389202,
2017-03,2017-03-10,-0.089300063389202,
2017-03,2017-03-13,-0.101711982103794,
2017-03,2017-03-14,-0.0961707992710034,
2017-03,2017-03-15,-0.0961707992710033,
2017-03,2017-03-16,-0.0961707992710034,
2017-03,2017-03-17,-0.100726025122454,
2017-03,2017-03-20,-0.100726025122454,
2017-03,2017-03-21,-0.100726025122454,
2017-03,2017-03-22,-0.100726025122454,
2017-03,2017-03-23,-0.100726025122454,
2017-03,2017-03-24,-0.104711847742474,
2017-03,2017-03-27,-0.104711847742474,
2017-03,2017-03-28,-0.104711847742474,
2017-03,2017-03-29,-0.104711847742474,
2017-03,2017-03-30,-0.104711847742474,
2017-03,2017-03-31,-0.104711847742474,
2017-03,2017-04-03,-0.104711847742474,
2017-03,2017-04-04,-0.104711847742474,
2017-03,2017-04-05,-0.104711847742474,
2017-03,2017-04-06,-0.104711847742474,
2017-03,2017-04-07,-0.104711847742474,
2017-03,2017-04-10,-0.104711847742474,
2017-04,2017-04-03,0.122337488387265,
2017-04,2017-04-04,0.133252912945025,
2017-04,2017-04-05,0.133252912945025,
2017-04,2017-04-06,0.133252912945025,
2017-04,2017-04-07,0.133252912945025,
2017-04,2017-04-10,0.133252912945025,
2017-04,2017-04-11,0.175933234052914,
2017-04,2017-04-12,0.175933234052914,
2017-04,2017-04-13,0.175933234052914,
2017-04,2017-04-14,0.160640669487344,
2017-04,2017-04-17,0.180076298760041,
2017-04,2017-04-18,0.180076298760041,
2017-04,2017-04-19,0.180076298760041,
2017-04,2017-04-20,0.180076298760041,
2017-04,2017-04-21,0.180076298760041,
2017-04,2017-04-24,0.194150375129923,
2017-04,2017-04-25,0.194150375129923,
2017-04,2017-04-26,0.194150375129923,
2017-04,2017-04-27,0.194150375129923,
2017-04,2017-04-28,0.194150375129923,
2017-04,2017-05-01,0.194150375129923,
2017-04,2017-05-02,0.194150375129923,
2017-04,2017-05-03,0.194150375129923,
2017-04,2017-05-04,0.194150375129923,
2017-04,2017-05-05,0.194150375129923,
2017-04,2017-05-08,0.194150375129923,
2017-04,2017-05-09,0.194150375129923,
2017-05,2017-05-01,-0.0848408380003955,
2017-05,2017-05-02,-0.0177597167222245,
2017-05,2017-05-03,-0.0177597167222245,
2017-05,2017-05-04,-0.0177597167222245,
2017-05,2017-05-05,-0.0177597167222245,
2017-05,2017-05-08,-0.0423126857313878,
2017-05,2017-05-09,-0.0423126857313878,
2017-05,2017-05-10,-0.0423126857313879,
2017-05,2017-05-11,-0.0432294876493652,
2017-05,2017-05-12,-0.0432294876493653,
2017-05,2017-05-15,-0.052699934657912,
2017-05,2017-05-16,-0.052699934657912,
2017-05,2017-05-17,-0.052699934657912,
2017-05,2017-05-18,-0.052699934657912,
2017-05,2017-05-19,-0.0480723298696449,
2017-05,2017-05-22,-0.0480723298696449,
2017-05,2017-05-23,-0.0480723298696449,
2017-05,2017-05-24,-0.0480723298696449,
2017-05,2017-05-25,-0.0480723298696449,
2017-05,2017-05-26,-0.0437460574861952,
2017-05,2017-05-30,-0.0437460574861952,
2017-05,2017-05-31,-0.0437460574861952,
2017-05,2017-06-01,-0.0437460574861952,
2017-05,2017-06-02,-0.0437460574861952,
2017-05,2017-06-05,-0.0437460574861952,
2017-05,2017-06-06,-0.0437460574861952,
2017-05,2017-06-07,-0.0437460574861952,
2017-05,2017-06-08,-0.0437460574861952,
2017-06,2017-06-01,0.0391528670163656,
2017-06,2017-06-02,0.0402338887929297,
2017-06,2017-06-05,0.0319910977466272,
2017-06,2017-06-06,0.121959293925936,
2017-06,2017-06-07,0.121959293925936,
2017-06,2017-06-08,0.121959293925936,
2017-06,2017-06-09,0.121959293925936,
2017-06,2017-06-12,0.121959293925936,
2017-06,2017-06-13,0.0919609961161482,
2017-06,2017-06-14,0.0877942332191345,
2017-06,2017-06-15,0.0877942332191345,
2017-06,2017-06-16,0.0877942332191345,
2017-06,2017-06-19,0.0565858103932582,
2017-06,2017-06-20,0.0565858103932582,
2017-06,2017-06-21,0.0565858103932582,
2017-06,2017-06-22,0.0565858103932582,
2017-06,2017-06-23,0.0565858103932582,
2017-06,2017-06-26,0.0311441613504239,
2017-06,2017-06-27,0.0311441613504239,
2017-06,2017-06-28,0.0311441613504239,
2017-06,2017-06-29,0.0311441613504239,
2017-06,2017-06-30,0.0311441613504239,
2017-06,2017-07-03,0.0311441613504239,
2017-06,2017-07-05,0.0311441613504239,
2017-06,2017-07-06,0.0311441613504239,
2017-06,2017-07-07,0.0311441613504239,
2017-06,2017-07-10,0.0311441613504239,
2017-06,2017-07-11,0.0311441613504239,
2017-07,2017-07-03,0.178316894440768,
2017-07,2017-07-05,0.0707265718239116,
2017-07,2017-07-06,0.0707265718239116,
2017-07,2017-07-07,0.0707265718239116,
2017-07,2017-07-10,0.0707265718239116,
2017-07,2017-07-11,0.0948808594647167,
2017-07,2017-07-12,0.0948808594647167,
2017-07,2017-07-13,0.0948808594647167,
2017-07,2017-07-14,0.0943066038264112,
2017-07,2017-07-17,0.0935896258610777,
2017-07,2017-07-18,0.0935896258610777,
2017-07,2017-07-19,0.0935896258610777,
2017-07,2017-07-20,0.0935896258610777,
2017-07,2017-07-21,0.0935896258610777,
2017-07,2017-07-24,0.105419762289076,
2017-07,2017-07-25,0.105419762289076,
2017-07,2017-07-26,0.105419762289076,
2017-07,2017-07-27,0.105419762289076,
2017-07,2017-07-28,0.105419762289076,
2017-07,2017-07-31,0.12427628277734,
2017-07,2017-08-01,0.12427628277734,
2017-07,2017-08-02,0.12427628277734,
2017-07,2017-08-03,0.12427628277734,
2017-07,2017-08-04,0.12427628277734,
